RNA	protein	label
ENST00000412174	A0A7I2V4A3	0
ENST00000575126	Q9BTC8	1
ENST00000528869	Q9H9S0	1
ENST00000670289	H3BUV8	0
ENST00000685906	Q5UCD9	0
ENST00000607450	Q02487	0
ENST00000604200	P51610	1
ENST00000596585	O14647	1
ENST00000565283	P18146	1
ENST00000671273	F8W6A4	0
ENST00000573860	E5RI94	0
ENST00000627866	Q8N6T7	1
ENST00000418525	P17947	1
ENST00000422946	Q13351	1
ENST00000627331	A0A7P0T9Q0	0
ENST00000587125	P21127-2	0
ENST00000515414	Q92826	1
ENST00000566787	Q01892	1
ENST00000580790	Q9UL18	1
ENST00000582269	Q5T9C2-3	0
ENST00000688402	A0A8I5QJW6	0
ENST00000509185	P20749	1
ENST00000505481	A0A804HJA3	0
ENST00000659414	E9PRW0	0
ENST00000661715	Q9UKT9-11	0
ENST00000686351	E7ET92	0
ENST00000544036	Q9ULD6-4	0
ENST00000685089	Q6ZTW0-2	0
ENST00000514422	O00499-9	0
ENST00000432683	P04637	1
ENST00000559402	D6RHE3	0
ENST00000600941	Q92786	1
ENST00000412244	O75626	1
ENST00000686723	H0YA37	0
ENST00000457315	P32455	0
ENST00000518213	O76083-4	0
ENST00000665203	A0A0C4DGP3	0
ENST00000609265	A0A7P0TA63	0
ENST00000513480	Q9HB55-2	0
ENST00000664252	E9PDF2	0
ENST00000455534	P48382	1
ENST00000624830	A0A0A0MRT6	0
ENST00000557799	Q9NZI7	1
ENST00000471921	P19793	1
ENST00000381800	Q13761	1
ENST00000660660	C9J2C0	0
ENST00000508581	A0A1B0GTP9	0
ENST00000432711	Q8WYQ5	1
ENST00000664299	Q8NDV7-6	0
ENST00000688787	Q9NYZ4-2	0
ENST00000689482	Q08050	1
ENST00000692597	Q4KMZ1	0
ENST00000431897	O75446	1
ENST00000671257	Q9UQE7	0
ENST00000377879	P35659	1
ENST00000419703	P55317	1
ENST00000605377	A6ND36	0
ENST00000419703	Q14781	1
ENST00000414407	Q13887	1
ENST00000668512	H0YFG0	0
ENST00000442753	P54274	1
ENST00000562781	Q06546	1
ENST00000469218	P33316	0
ENST00000483245	P08047	1
ENST00000650482	O95497	0
ENST00000637749	Q9UQE7	1
ENST00000520646	Q9UBN4-7	0
ENST00000427953	A0A1W2PRC4	0
ENST00000669681	J3KT72	0
ENST00000413347	Q8N6T7	1
ENST00000623515	P38398	1
ENST00000630993	Q9P2L0-2	0
ENST00000508179	P56177	1
ENST00000473817	P48382	1
ENST00000688399	Q14500	0
ENST00000491615	Q9P0K7-4	0
ENST00000661032	P10914	1
ENST00000589817	A0A7P0Z4J2	0
ENST00000442636	P11161	1
ENST00000424887	Q14186	1
ENST00000624692	P49959	1
ENST00000653616	A0A2U3TZK7	0
ENST00000457858	Q9BRL6	0
ENST00000443783	Q6ZSZ6	1
ENST00000615682	C9IYK9	0
ENST00000668869	P23526	0
ENST00000438143	H0YA69	0
ENST00000663861	P52747	1
ENST00000530422	Q8TF68	1
ENST00000655310	Q12906-7	0
ENST00000661424	A0A804HIT4	0
ENST00000655611	O94991-2	0
ENST00000655335	P06401	1
ENST00000431862	Q9H2B2-2	0
ENST00000440726	Q15022	1
ENST00000446989	P31274	1
ENST00000584734	P42224	1
ENST00000360656	O14646	1
ENST00000559520	P37275	1
ENST00000632111	Q8IZL2	0
ENST00000448887	O95936	1
ENST00000440874	P23511	1
ENST00000433085	Q13285	1
ENST00000660842	P50539	0
ENST00000439295	A6ND91	0
ENST00000634819	A0A494C0F7	0
ENST00000454285	Q13547	1
ENST00000630399	Q01196	1
ENST00000542984	Q13485	1
ENST00000608544	A0A0G2JL35	0
ENST00000415255	Q6N043	1
ENST00000419013	Q9H9Z2	1
ENST00000623431	E5RGJ7	0
ENST00000456103	P27540	1
ENST00000670219	P49796-8	0
ENST00000669912	Q9H210	0
ENST00000563933	P28324	1
ENST00000433232	B4DTD8	0
ENST00000582554	Q6UY09	0
ENST00000670967	P40763	1
ENST00000462168	O15409	1
ENST00000414053	P40763	1
ENST00000690578	Q6P2D0-2	0
ENST00000494231	Q14781	1
ENST00000566876	P40424	1
ENST00000440013	Q14653	1
ENST00000453549	P51522	1
ENST00000581657	Q14938-4	0
ENST00000555299	Q13285	1
ENST00000622201	Q8WXW3	0
ENST00000514791	Q9HCM3-4	0
ENST00000602172	P15336	1
ENST00000656644	O15105-3	0
ENST00000660666	Q15717	1
ENST00000443196	O14647	1
ENST00000659971	Q5FWF6	0
ENST00000554753	P04150	1
ENST00000442434	Q16656	1
ENST00000554000	A0A1B0GTR9	0
ENST00000423274	Q13363	1
ENST00000667565	A0A8I5QJR7	0
ENST00000518902	A0A7I2V5E1	0
ENST00000659900	Q9Y3R0-2	0
ENST00000473756	P15923	1
ENST00000416722	Q16665	1
ENST00000509185	O43474	1
ENST00000648954	H0YCJ2	0
ENST00000649829	Q9P1U1-2	0
ENST00000423380	Q9NYB9-4	0
ENST00000529656	P01100	1
ENST00000432308	Q6ZMZ0-3	0
ENST00000665056	A0A0J9YY63	0
ENST00000593581	Q9Y6M1	1
ENST00000431427	P09086	1
ENST00000456499	Q13098-5	0
ENST00000413602	O43593-2	0
ENST00000542022	Q71RC2	1
ENST00000625204	O75461	1
ENST00000626092	Q14790-8	0
ENST00000406213	Q15545	1
ENST00000670314	F8WAT5	0
ENST00000547021	P41182	1
ENST00000580790	Q5TCT4	0
ENST00000456090	P17480	1
ENST00000523166	A0A0G2JM87	0
ENST00000452962	Q96AV8	1
ENST00000416381	H0YAM8	0
ENST00000577295	Q04206	1
ENST00000400221	Q01892	1
ENST00000618311	P17029	1
ENST00000653540	A0A494C0G5	0
ENST00000687651	Q8NDV7-6	0
ENST00000441845	Q00534	1
ENST00000440152	Q04206	1
ENST00000653038	Q92858	1
ENST00000635577	O75381	0
ENST00000490920	Q86T65-4	0
ENST00000307548	P40424	1
ENST00000444986	P22626	1
ENST00000435401	Q92831	1
ENST00000559946	Q14186	1
ENST00000666287	Q3KR37-3	0
ENST00000536683	P35348-3	0
ENST00000423329	Q9H9S0	1
ENST00000691133	E7ESC9	0
ENST00000671325	Q96SU4-2	0
ENST00000653195	P51159	0
ENST00000436306	H7C1G3	0
ENST00000456333	P31274	1
ENST00000614596	O95365	1
ENST00000581028	Q6V0L0	0
ENST00000431813	P22626	1
ENST00000660400	P49639	0
ENST00000400221	P17676	1
ENST00000689302	H0YFF4	0
ENST00000456469	Q6UY09	0
ENST00000596585	P51522	1
ENST00000532071	F5H8H3	0
ENST00000412098	P03372	1
ENST00000598933	P19419	1
ENST00000688695	H0Y9K7	0
ENST00000522292	Q86TI2	0
ENST00000671558	Q9HAY2	0
ENST00000545276	Q92908	1
ENST00000623432	E5RG39	0
ENST00000623117	Q9BZK7	1
ENST00000664666	A0A0A0MS43	0
ENST00000519727	A0A7I2PJA1	0
ENST00000623117	P37275	1
ENST00000646387	H7C463	0
ENST00000658934	Q5TCH4-2	0
ENST00000438190	Q16665	1
ENST00000625591	Q13398-7	0
ENST00000424112	P15172	1
ENST00000431347	Q13547	1
ENST00000450205	Q99081	1
ENST00000675669	B7Z4W8	0
ENST00000416513	A0A8I5QJC1	0
ENST00000505776	P18146	1
ENST00000659525	G3V3Z8	0
ENST00000659477	A0A0C4DG44	0
ENST00000654852	A0A0C4DFW8	0
ENST00000569362	A0A7I2V4E3	0
ENST00000420364	P43699	1
ENST00000377186	Q96ST3	1
ENST00000448857	P28698	1
ENST00000692412	Q15758-2	0
ENST00000530435	Q8NGC5	0
ENST00000654818	O75132	1
ENST00000565177	C4P092	0
ENST00000522673	B5MCW3	0
ENST00000454167	Q9Y294	1
ENST00000411433	Q96ST3	1
ENST00000542980	O75446	1
ENST00000577325	J3KRR3	0
ENST00000542980	P43699	1
ENST00000507628	Q9UKM7	0
ENST00000547177	O75152	1
ENST00000641395	B8ZZI7	0
ENST00000657287	P51532	1
ENST00000656995	C9IYK1	0
ENST00000663691	P19388	0
ENST00000313737	P52945	1
ENST00000671586	A0A0D9SGI5	0
ENST00000444488	P84022	1
ENST00000366397	P55085	1
ENST00000417576	O75626	1
ENST00000664651	O00303	0
ENST00000543651	P18846	1
ENST00000663125	Q9UIX4-2	0
ENST00000431347	P40763	1
ENST00000506196	Q99856	1
ENST00000600968	A0A7P0TBD2	0
ENST00000661931	P82675-2	0
ENST00000615261	C9JJ25	0
ENST00000456087	P07910	1
ENST00000549659	P56545	1
ENST00000562538	Q9H210	0
ENST00000435312	A0A0A0MSX3	0
ENST00000503723	Q9Y5J3	1
ENST00000650629	A0A140TA68	0
ENST00000666384	Q92834	0
ENST00000584958	P15374	0
ENST00000667346	P15884	1
ENST00000432957	P54198	1
ENST00000444721	P49711	1
ENST00000686847	Q9H8S5	0
ENST00000366314	P49407	1
ENST00000631520	M0QYP8	0
ENST00000428035	Q15047	1
ENST00000412781	O75446	1
ENST00000432239	Q6N043	1
ENST00000674838	E9PII3	0
ENST00000452962	P11308	1
ENST00000456163	P48382	1
ENST00000652123	Q6UXG2-2	0
ENST00000442269	Q9NVX0-3	0
ENST00000562781	P06400	1
ENST00000445808	E9PLY4	0
ENST00000609436	P52945	1
ENST00000412809	P15884	1
ENST00000419679	P33240	1
ENST00000428272	P29590	1
ENST00000607718	Q14500	0
ENST00000653602	A0A1W2PS62	0
ENST00000686214	Q9NU63-2	0
ENST00000411433	P32243	1
ENST00000419080	P20226	1
ENST00000653011	E5RHN6	0
ENST00000655730	A0A669KA35	0
ENST00000577061	J3KT10	0
ENST00000406213	Q9H8N7	1
ENST00000424435	Q14683	1
ENST00000609087	P15336	1
ENST00000649546	Q14814-5	0
ENST00000417135	O15409	1
ENST00000663145	B5MCX6	0
ENST00000656165	C9J2C0	0
ENST00000580790	Q5VVP1	0
ENST00000439145	Q15306	1
ENST00000517704	O43167	1
ENST00000441026	C9J084	0
ENST00000556072	O15379	1
ENST00000629145	O96004	1
ENST00000660879	P82675-2	0
ENST00000444042	O00144	0
ENST00000621019	O60907	1
ENST00000658577	Q9UL36	1
ENST00000610172	A0A7I2V505	0
ENST00000443523	Q06710-5	0
ENST00000505518	P10275	1
ENST00000625204	P17676	1
ENST00000411433	Q9BYD3-2	0
ENST00000607214	Q8IWD4-4	0
ENST00000666544	P21675-2	0
ENST00000424435	P56177	1
ENST00000671219	F6U495	0
ENST00000654562	Q969W1-4	0
ENST00000445865	Q9HC52	1
ENST00000686394	Q6ZUX7	0
ENST00000313737	P56177	1
ENST00000424941	A0A5K1VW74	0
ENST00000421181	P39880	1
ENST00000434792	O14647	1
ENST00000679834	P09960-4	0
ENST00000627957	Q96GR4-3	0
ENST00000654278	Q5JY90	0
ENST00000638958	Q13568-3	0
ENST00000662118	Q15700-2	0
ENST00000668129	J3QQL1	0
ENST00000423593	O75446	1
ENST00000455791	D6RCT8	0
ENST00000655815	Q86TG1	0
ENST00000521991	Q86SX3-6	0
ENST00000464673	P22415	1
ENST00000508986	Q6W2J9	1
ENST00000513673	Q92831	1
ENST00000690045	Q4ZG55	1
ENST00000430666	Q9H2P0	1
ENST00000549830	Q2M2I3	0
ENST00000665303	Q01196	1
ENST00000589440	O75911	0
ENST00000577325	P40926-2	0
ENST00000601161	Q13029-5	0
ENST00000608035	A0A494C060	0
ENST00000474656	B3KWA8	0
ENST00000424026	Q8WVM7	1
ENST00000414141	P55317	1
ENST00000661534	P19793	1
ENST00000627866	P07910	1
ENST00000542449	Q8N5P1	1
ENST00000654088	A6NLC5	0
ENST00000661986	Q9NZJ0	0
ENST00000670345	Q9H8S5	0
ENST00000496220	P40763	1
ENST00000602322	P35269	1
ENST00000689165	C9JEE2	0
ENST00000530422	Q13127	1
ENST00000580258	Q8IX04-6	0
ENST00000624778	Q69YQ0-2	0
ENST00000419144	Q99626	1
ENST00000689433	A0A6E1W127	0
ENST00000597248	C9J0A8	0
ENST00000628516	P42229	1
ENST00000666410	I3L0S3	0
ENST00000419784	Q9UJU2	1
ENST00000465466	Q4G0J3	1
ENST00000586657	H0YL95	0
ENST00000609330	Q9NQ76-3	0
ENST00000556072	Q14188	1
ENST00000527283	Q96MM3	1
ENST00000582435	Q92786	1
ENST00000553330	P07910	1
ENST00000660872	A0A2R8Y840	0
ENST00000419745	P54198	1
ENST00000421002	P22626	1
ENST00000444958	P13942-4	0
ENST00000503367	Q01860	1
ENST00000583314	O95800	0
ENST00000621019	Q9NYF8	1
ENST00000451851	F8WES3	0
ENST00000651976	Q7Z5L2	0
ENST00000682812	Q14CX7-2	0
ENST00000588204	Q9UBP0-3	0
ENST00000661912	Q8TCC7-4	0
ENST00000634253	E9PHZ9	0
ENST00000511875	Q9H9S0	1
ENST00000608615	Q8TD55	0
ENST00000671338	Q49AN0	0
ENST00000661272	Q8N6N2	0
ENST00000432511	A0A3B3IRY8	0
ENST00000413005	Q8IUX1	0
ENST00000692657	Q7Z7L9	0
ENST00000669291	O14578	0
ENST00000624807	Q9Y608-4	0
ENST00000367563	O96004	1
ENST00000432377	P49407	1
ENST00000425578	Q8NHP6-2	0
ENST00000691965	K7ENU5	0
ENST00000600941	Q16665	1
ENST00000518539	O43167	1
ENST00000625832	C9J3Z0	0
ENST00000664071	A0A0G2JMH6	0
ENST00000504552	A0A804HL62	0
ENST00000624352	Q5T4B2	0
ENST00000470219	Q8TE49-2	0
ENST00000604333	Q15562	1
ENST00000662491	Q9P2L0-2	0
ENST00000559964	A0A1W2PRJ1	0
ENST00000532988	Q9UI47-2	0
ENST00000454005	Q01844	1
ENST00000445083	Q01201	1
ENST00000464382	P19793	1
ENST00000432249	O15156	1
ENST00000451348	P51532	1
ENST00000454977	Q96AV8	1
ENST00000634357	Q6ZN17	1
ENST00000653250	A6NDA9	0
ENST00000652636	C9JYH8	0
ENST00000557121	P17735	1
ENST00000431897	Q9UGL1	1
ENST00000669068	H3BM72	0
ENST00000526089	Q8NI51	1
ENST00000322220	P35637	1
ENST00000465466	P31274	1
ENST00000585822	O43623	1
ENST00000412069	O94966-4	0
ENST00000602091	B4E0K5	0
ENST00000629370	P19793	1
ENST00000429389	Q7Z6E1	0
ENST00000530946	A0A7I2V3Y8	0
ENST00000428918	P49711	1
ENST00000628516	P06401	1
ENST00000553487	H7C2R8	0
ENST00000671219	E5RHN6	0
ENST00000691856	Q9NYL2-2	0
ENST00000685797	P07358	0
ENST00000428083	Q8NEM7	1
ENST00000542022	Q5VZF2	1
ENST00000453688	O95789-1	0
ENST00000504237	Q8WTR4-3	0
ENST00000665841	Q9Y4I5-2	0
ENST00000433747	Q9H1P3	0
ENST00000457157	Q13351	1
ENST00000439295	O15427	0
ENST00000454780	P55317	1
ENST00000667943	O00327	0
ENST00000667701	C9JTV6	0
ENST00000439736	P48431	1
ENST00000539813	P35637	1
ENST00000457169	Q04917	0
ENST00000487567	O75475	1
ENST00000627886	Q96KS0	1
ENST00000637275	Q5VVW2-2	0
ENST00000655542	P17676	1
ENST00000432683	Q92804	1
ENST00000537269	P15622	1
ENST00000564872	Q8WVM7	1
ENST00000537346	Q13427	1
ENST00000609392	A0A2R8Y7E7	0
ENST00000505921	Q92769	1
ENST00000651765	K7ES68	0
ENST00000667395	Q5BKT4	0
ENST00000449442	P35222	1
ENST00000615100	Q9NXS2-3	0
ENST00000415932	P17947	1
ENST00000429070	P57740-3	0
ENST00000631037	P35221	0
ENST00000457647	Q15797	1
ENST00000550723	A0A087X296	0
ENST00000431347	Q13127	1
ENST00000558905	A0A6Q8PG93	0
ENST00000661515	A0A0A0MRY1	0
ENST00000692970	H0Y5I5	0
ENST00000660990	A0A140T982	0
ENST00000503067	A0A6Q8PFF6	0
ENST00000471921	P10244	1
ENST00000492731	Q99626	1
ENST00000686282	Q5XG92-7	0
ENST00000629828	Q6UN15	1
ENST00000485218	Q9BZE3	1
ENST00000565283	Q92826	1
ENST00000603682	Q53QD4	0
ENST00000447776	O15427	0
ENST00000623214	Q6UB98-2	0
ENST00000424435	Q92908	1
ENST00000503668	P17041	0
ENST00000391359	Q8IZL8	0
ENST00000422038	Q9UBS5	0
ENST00000495094	Q9Y448-2	0
ENST00000650194	Q99708-2	0
ENST00000422038	Q4JDL3-3	0
ENST00000514846	P24588	0
ENST00000462717	Q9Y2X3	1
ENST00000535922	P35680	1
ENST00000664938	Q96K30	0
ENST00000475395	P17542	1
ENST00000478808	P11474	1
ENST00000555725	O75446	1
ENST00000638736	A0A804HK83	0
ENST00000517508	Q9Y4K4	0
ENST00000662686	H0Y3F0	0
ENST00000529219	A0A140T8Z1	0
ENST00000508179	Q01860	1
ENST00000433810	Q04726	1
ENST00000603064	Q13761	1
ENST00000454285	P41161	1
ENST00000515882	Q99081	1
ENST00000628567	O95718-2	0
ENST00000653224	A8MT20	0
ENST00000422510	P55317	1
ENST00000659331	P22307	0
ENST00000520619	Q9H869	0
ENST00000665476	O14978	1
ENST00000428918	Q13127	1
ENST00000557544	P31267	1
ENST00000514459	P35659	1
ENST00000559520	Q5VWG9	1
ENST00000668877	Q9NP70-2	0
ENST00000663476	P78314	0
ENST00000589084	Q96GR4-3	0
ENST00000429882	Q01955-2	0
ENST00000581067	Q9UQE7	1
ENST00000634373	Q7L190	0
ENST00000655344	Q9Y2G2-4	0
ENST00000638682	P23769	1
ENST00000466075	Q5RJ85	0
ENST00000475395	P31274	1
ENST00000413637	O75164	1
ENST00000515466	Q86WD7-7	0
ENST00000614819	Q9HCJ0-2	0
ENST00000686481	Q9NPG3	1
ENST00000623695	A0A7I2V5G7	0
ENST00000424112	Q8NI51	1
ENST00000669841	G3V1D7	0
ENST00000624930	Q13547	1
ENST00000444488	O75362	1
ENST00000535487	Q8TF68	1
ENST00000666378	A6NJ38	0
ENST00000585832	O15156	1
ENST00000661240	J3KR57	0
ENST00000564775	Q6ZT62-2	0
ENST00000670639	Q8NB25-4	0
ENST00000412161	O60907	1
ENST00000563811	O95551-2	0
ENST00000521010	C9J202	0
ENST00000663261	Q96QZ7-7	0
ENST00000652611	Q96M98	0
ENST00000419244	A0A0A0MTU3	0
ENST00000555539	Q99583	1
ENST00000411442	Q9H649	0
ENST00000366224	Q5TFJ7	0
ENST00000643760	Q8TA94-2	0
ENST00000602172	P11161	1
ENST00000450205	P29466	1
ENST00000665248	Q8WX93-8	0
ENST00000470348	Q99808-2	0
ENST00000661074	E9PKM0	0
ENST00000600669	O00425	0
ENST00000591244	P00533-4	0
ENST00000627207	Q16799	0
ENST00000496829	P51532	1
ENST00000307548	Q99496	1
ENST00000653876	F8VS35	0
ENST00000453370	P49715	1
ENST00000681370	Q14781	1
ENST00000549830	Q9H6S1-5	0
ENST00000655956	Q9UBN4-7	0
ENST00000607944	A0A1B0GUA6	0
ENST00000525330	P48431	1
ENST00000563807	Q92754	1
ENST00000454977	Q9BQA5	1
ENST00000412722	Q92831	1
ENST00000542449	Q16621	1
ENST00000689892	Q15746-9	0
ENST00000420777	P41212	1
ENST00000656827	P0C7H9	0
ENST00000665895	Q9Y4F9	0
ENST00000425385	P10275	1
ENST00000602361	P43699	1
ENST00000448887	P41235	1
ENST00000542062	O95817	0
ENST00000661187	C9JMV9	0
ENST00000528887	Q6PJW8	0
ENST00000615777	Q9P1Y6-2	0
ENST00000412244	Q01094	1
ENST00000423149	P78540	0
ENST00000465466	Q08050	1
ENST00000660811	C9JKD9	0
ENST00000671172	O43809	1
ENST00000617888	Q9H707	1
ENST00000587076	Q14353-2	0
ENST00000654818	P25208	1
ENST00000436942	Q96KS0	1
ENST00000508486	Q13227	1
ENST00000535921	H3BPR3	0
ENST00000539305	A0A3B3ISP9	0
ENST00000492416	P29375	1
ENST00000508563	Q16254	1
ENST00000692402	Q6P6B7-2	0
ENST00000666875	P04053	0
ENST00000664550	P18846	1
ENST00000559022	Q9NQB0	1
ENST00000427042	P01375	1
ENST00000668493	Q9HC38-2	0
ENST00000534195	Q9BYG8	0
ENST00000666864	A0A8I5KR90	0
ENST00000477392	Q14781	1
ENST00000442941	P10071	1
ENST00000569258	Q9Y2K7-4	0
ENST00000616578	Q07955	1
ENST00000451410	P35659	1
ENST00000627886	Q13351	1
ENST00000422510	P17676	1
ENST00000671129	A0A0A0MR93	0
ENST00000472913	Q00613	1
ENST00000581212	J3QR28	0
ENST00000297163	P48431	1
ENST00000624930	P15408	1
ENST00000454270	O95490	0
ENST00000664653	P15976	1
ENST00000596820	B1AMT4	0
ENST00000690997	A0A0G2JMW3	0
ENST00000421002	H0YL95	0
ENST00000661200	A0A087WY29	0
ENST00000472856	P42694	0
ENST00000432249	Q8WUU5	1
ENST00000654068	Q14938-4	0
ENST00000570700	Q96EY5-2	0
ENST00000557544	P40763	1
ENST00000625915	A0A087WSX8	0
ENST00000655071	A0A7P0T8H0	0
ENST00000418516	Q8IZA0	0
ENST00000416774	P35226	1
ENST00000426315	P24468	1
ENST00000414074	P15976	1
ENST00000458371	P15408	1
ENST00000415193	P01106	1
ENST00000655542	Q13351	1
ENST00000564593	Q04206	1
ENST00000451285	P39880	1
ENST00000433770	O95644	1
ENST00000613868	P19419	1
ENST00000578633	P15172	1
ENST00000415283	A0A0G2JPR7	0
ENST00000638019	A0A7P0Z4D7	0
ENST00000650625	Q9P0V8	0
ENST00000451340	Q15910	1
ENST00000565327	P51532	1
ENST00000623516	Q13362-5	0
ENST00000686835	P58872	0
ENST00000419618	Q9Y2G4-4	0
ENST00000664506	P32239-2	0
ENST00000435932	P20719	1
ENST00000565667	Q8WXU2-3	0
ENST00000663800	P51689	0
ENST00000617755	Q9H4L5-3	0
ENST00000437829	P50542-2	0
ENST00000450800	Q96EK4	1
ENST00000686544	H7C5P0	0
ENST00000519929	P49715	1
ENST00000643855	Q86YL7-4	0
ENST00000660666	P41161	1
ENST00000656133	Q9NQR4	0
ENST00000542680	Q8WVM7	1
ENST00000581489	P25208	1
ENST00000465742	Q8TF68	1
ENST00000593284	Q14839	1
ENST00000664112	Q9UGL1	1
ENST00000505930	A0A0A0MT64	0
ENST00000558081	Q5VVR5	0
ENST00000667109	A0A087WW20	0
ENST00000657926	O60907	1
ENST00000417135	O43167	1
ENST00000571963	E9PQV6	0
ENST00000449656	P17535	1
ENST00000566927	Q9H3M7	0
ENST00000438219	Q00613	1
ENST00000659308	A0A8I5KXM1	0
ENST00000663734	P17948-5	0
ENST00000664042	Q8N983-6	0
ENST00000514241	Q15291	1
ENST00000586661	E9PMQ9	0
ENST00000669614	V9GZ31	0
ENST00000414634	O60216	1
ENST00000657953	Q96JZ2-2	0
ENST00000439798	Q4ZG55	1
ENST00000440208	Q9NQX3	0
ENST00000433460	P03372	1
ENST00000441644	P04637	1
ENST00000366259	Q02086	1
ENST00000667370	P49640	0
ENST00000627981	H0Y702	0
ENST00000552026	P17542	1
ENST00000449783	P35269	1
ENST00000670201	P08651-6	0
ENST00000593139	A0A6Q8PEZ9	0
ENST00000663861	P10244	1
ENST00000428367	Q15648	1
ENST00000666208	A0A1W2PQH2	0
ENST00000544399	O75636-2	0
ENST00000625204	P15036	1
ENST00000416664	Q92831	1
ENST00000657483	Q99470	0
ENST00000582965	Q9NWH9	1
ENST00000663869	P51114-2	0
ENST00000629836	Q14966	0
ENST00000644612	Q92922	1
ENST00000428035	Q15561	1
ENST00000653218	Q96D21	0
ENST00000643002	O15037	0
ENST00000553330	O43251	1
ENST00000557544	P17480	1
ENST00000582389	A0A0G2JQ35	0
ENST00000559520	P15976	1
ENST00000429167	Q9UBB5	1
ENST00000556667	Q16630	1
ENST00000685836	Q5TGP6	0
ENST00000693439	Q9BYJ4-2	0
ENST00000433378	P03372	1
ENST00000457816	Q15291	1
ENST00000681370	Q06546	1
ENST00000433186	Q16254	1
ENST00000692244	G5E9N5	0
ENST00000440885	O75636-2	0
ENST00000362077	A0A2R8Y6I1	0
ENST00000662865	Q9NP87-3	0
ENST00000653808	G5E9U8	0
ENST00000477392	Q13285	1
ENST00000454521	Q08050	1
ENST00000658198	Q9Y2X9	1
ENST00000445107	Q5VZF2	1
ENST00000548204	O14867	1
ENST00000653360	Q68CZ2-2	0
ENST00000484721	Q9C0J8	1
ENST00000616578	Q9Y261	1
ENST00000378340	O43623	1
ENST00000451496	Q9C0J8	1
ENST00000528869	Q92908	1
ENST00000548617	O75475	1
ENST00000591503	E9PBG7	0
ENST00000650419	U3KQ56	0
ENST00000685933	A6NJ38	0
ENST00000665754	Q9Y4F9	0
ENST00000567344	Q99459	0
ENST00000623766	Q8N7C3-2	0
ENST00000623623	H7BYI2	0
ENST00000563962	O75152	1
ENST00000477514	Q9UH36	0
ENST00000661705	M0R1G1	0
ENST00000666322	H3BTA9	0
ENST00000669419	P09622-3	0
ENST00000602091	Q9HCB6	0
ENST00000531681	Q5TGP6	0
ENST00000605640	A0A8I5KXM1	0
ENST00000414074	Q13761	1
ENST00000429228	Q08050	1
ENST00000512952	Q9P055	0
ENST00000624089	A0A7P0MKV3	0
ENST00000567374	P11831	1
ENST00000691786	Q8TE77-2	0
ENST00000465742	P04150	1
ENST00000428716	P56270	1
ENST00000546508	P31268	1
ENST00000453902	Q16665	1
ENST00000630064	O14493	0
ENST00000652123	Q9NZK5-2	0
ENST00000587826	Q15545	1
ENST00000667468	H3BLV9	0
ENST00000440887	O95096	1
ENST00000511728	B1AMR3	0
ENST00000520146	Q9NZB8-5	0
ENST00000588330	Q12849-5	0
ENST00000441277	Q8NHY2-2	0
ENST00000640932	Q8IZ83	0
ENST00000637665	Q9Y2Z2-4	0
ENST00000555688	P55265	0
ENST00000418612	Q96MM3	1
ENST00000551399	Q5BKY1	0
ENST00000420876	P40424	1
ENST00000661576	B8ZZW4	0
ENST00000532065	P78545	1
ENST00000624279	H7C077	0
ENST00000565120	Q14444	1
ENST00000613522	O15409	1
ENST00000609472	Q8IYR2	0
ENST00000548217	A0A0A0MQU6	0
ENST00000528233	O75164	1
ENST00000562996	O60479	0
ENST00000533767	Q8N6T7	1
ENST00000575917	A0A140T8Z1	0
ENST00000653890	Q9UH73	1
ENST00000451023	A0A1W2PQZ4	0
ENST00000627886	Q8NEA6	1
ENST00000433105	Q8TCT6	1
ENST00000457852	Q9H2C1	1
ENST00000689999	C9J2C0	0
ENST00000509185	O75030	1
ENST00000598933	P04637	1
ENST00000505053	Q9UPP1	1
ENST00000664197	A0A0U1RQV4	0
ENST00000413339	Q9HBU1	1
ENST00000664389	Q13042	0
ENST00000537346	P17844	1
ENST00000316148	H0Y9G6	0
ENST00000457385	P48382	1
ENST00000559909	Q14683	1
ENST00000412918	P61964	1
ENST00000614205	O95671-3	0
ENST00000669542	O43852-3	0
ENST00000517397	A2A3E5	0
ENST00000440874	P10914	1
ENST00000448975	Q5T011-4	0
ENST00000422510	O60907	1
ENST00000557778	Q9BTC8	1
ENST00000660160	Q9Y6N7-6	0
ENST00000453370	Q13227	1
ENST00000366136	Q96T25	0
ENST00000437983	P10243	1
ENST00000451034	P04637	1
ENST00000555496	E9PCH5	0
ENST00000606277	Q00403	1
ENST00000381800	Q01860	1
ENST00000442941	P15172	1
ENST00000456775	Q9H6I2	1
ENST00000593581	P55055	1
ENST00000660740	P51617-2	0
